game_pk,official_date,game_date_utc,season,game_type,double_header,game_number,series_game_number,day_night,scheduled_innings,status,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,home_win,total_runs,run_diff,home_sp_id,home_sp_name,away_sp_id,away_sp_name,venue_id,venue_name,reported_condition,reported_temp_f,reported_wind,innings_played,home_batted_ninth
633877,2021-06-01,2021-06-01T22:10:00Z,2021,R,N,1,3,night,9,Final,114,Cleveland Indians,145,Chicago White Sox,6,5,1,11,1,669456,Shane Bieber,656302,Dylan Cease,5,Progressive Field,Partly Cloudy,69,"7 mph, L To R",9,0
633878,2021-06-01,2021-06-01T23:40:00Z,2021,R,N,1,2,night,9,Final,158,Milwaukee Brewers,116,Detroit Tigers,7,10,0,17,-3,641778,Eric Lauer,571510,Matthew Boyd,32,American Family Field,Cloudy,72,"10 mph, In From CF",9,1
633879,2021-06-01,2021-06-02T02:10:00Z,2021,R,N,1,2,night,9,Final,119,Los Angeles Dodgers,138,St. Louis Cardinals,2,3,0,5,-1,456034,David Price,607231,John Gant,22,Dodger Stadium,Partly Cloudy,66,"4 mph, Out To RF",9,1
633880,2021-06-01,2021-06-02T00:05:00Z,2021,R,N,1,2,night,9,Final,112,Chicago Cubs,135,San Diego Padres,4,3,1,7,1,543294,Kyle Hendricks,677960,Ryan Weathers,17,Wrigley Field,Clear,68,"3 mph, In From RF",9,0
633885,2021-06-01,2021-06-02T01:40:00Z,2021,R,N,1,2,night,9,Final,109,Arizona Diamondbacks,121,New York Mets,6,5,1,11,1,592761,Caleb Smith,573186,Marcus Stroman,15,Chase Field,Partly Cloudy,102,"7 mph, L To R",10,1
633891,2021-06-01,2021-06-02T00:10:00Z,2021,R,N,1,2,night,9,Final,118,Kansas City Royals,134,Pittsburgh Pirates,10,5,1,15,5,663903,Brady Singer,640444,Wil Crowe,7,Kauffman Stadium,Cloudy,72,"6 mph, L To R",9,0
633895,2021-06-01,2021-06-02T00:40:00Z,2021,R,N,1,1,night,9,Final,115,Colorado Rockies,140,Texas Rangers,3,2,1,5,1,608566,Germán Márquez,641540,Dane Dunning,19,Coors Field,Cloudy,65,"10 mph, L To R",11,1
633834,2021-06-02,2021-06-02T19:40:00Z,2021,R,N,1,3,day,9,Final,109,Arizona Diamondbacks,121,New York Mets,6,7,0,13,-1,518516,Madison Bumgarner,656849,David Peterson,15,Chase Field,Roof Closed,74,"0 mph, None",9,1
633842,2021-06-02,2021-06-03T00:10:00Z,2021,R,N,1,3,night,9,Final,117,Houston Astros,111,Boston Red Sox,2,1,1,3,1,664285,Framber Valdez,601713,Nick Pivetta,2392,Minute Maid Park,Roof Closed,73,"0 mph, None",9,0
633844,2021-06-02,2021-06-02T23:07:00Z,2021,R,N,1,2,night,9,Final,141,Toronto Blue Jays,146,Miami Marlins,6,5,1,11,1,666201,Alek Manoah,641154,Pablo López,2756,Sahlen Field,Cloudy,71,"6 mph, Varies",9,1
633848,2021-06-02,2021-06-03T00:40:00Z,2021,R,N,1,2,night,9,Final,115,Colorado Rockies,140,Texas Rangers,6,3,1,9,3,622608,Antonio Senzatela,543475,Jordan Lyles,19,Coors Field,Clear,75,"5 mph, R To L",9,0
633853,2021-06-02,2021-06-02T23:05:00Z,2021,R,N,1,3,night,9,Final,110,Baltimore Orioles,142,Minnesota Twins,6,3,1,9,3,518774,Matt Harvey,677976,Randy Dobnak,2,Oriole Park at Camden Yards,Cloudy,75,"10 mph, Out To LF",9,0
633855,2021-06-02,2021-06-02T18:20:00Z,2021,R,N,1,3,day,9,Final,112,Chicago Cubs,135,San Diego Padres,6,1,1,7,5,640470,Adbert Alzolay,659275,Dinelson Lamet,17,Wrigley Field,Partly Cloudy,72,"8 mph, In From CF",9,0
633882,2021-06-02,2021-06-02T23:05:00Z,2021,R,N,1,3,night,9,Final,147,New York Yankees,139,Tampa Bay Rays,4,3,1,7,1,656756,Jordan Montgomery,663556,Shane McClanahan,3313,Yankee Stadium,Partly Cloudy,68,"10 mph, Out To LF",9,0
633883,2021-06-02,2021-06-02T23:20:00Z,2021,R,N,1,3,night,9,Final,144,Atlanta Braves,120,Washington Nationals,3,5,0,8,-2,592767,Drew Smyly,452657,Jon Lester,4705,Truist Park,Partly Cloudy,79,"4 mph, In From CF",9,1
633954,2021-06-02,2021-06-03T02:10:00Z,2021,R,N,1,3,night,9,Final,136,Seattle Mariners,133,Oakland Athletics,0,6,0,6,-6,623167,Chris Flexen,640455,Sean Manaea,680,T-Mobile Park,Clear,79,"2 mph, L To R",9,1
633988,2021-06-02,2021-06-03T01:10:00Z,2021,R,N,1,3,night,9,Final,119,Los Angeles Dodgers,138,St. Louis Cardinals,14,3,1,17,11,621111,Walker Buehler,593372,Carlos Martinez,22,Dodger Stadium,Clear,70,"7 mph, Out To CF",9,0
633809,2021-06-03,2021-06-04T00:15:00Z,2021,R,N,1,1,night,9,Final,138,St. Louis Cardinals,113,Cincinnati Reds,2,4,0,6,-2,425794,Adam Wainwright,661269,Vladimir Gutierrez,2889,Busch Stadium,Partly Cloudy,81,"6 mph, Out To CF",9,1
633819,2021-06-03,2021-06-03T17:05:00Z,2021,R,N,1,4,day,9,Final,147,New York Yankees,139,Tampa Bay Rays,2,9,0,11,-7,543037,Gerrit Cole,642232,Ryan Yarbrough,3313,Yankee Stadium,Overcast,66,"6 mph, Out To LF",9,1
633823,2021-06-03,2021-06-04T01:45:00Z,2021,R,N,1,1,night,9,Final,137,San Francisco Giants,112,Chicago Cubs,7,2,1,9,5,543101,Anthony DeSclafani,605200,Zach Davies,2395,Oracle Park,Clear,61,"15 mph, Out To CF",9,0
633831,2021-06-03,2021-06-03T18:10:00Z,2021,R,N,1,4,day,9,Final,117,Houston Astros,111,Boston Red Sox,1,5,0,6,-4,543606,Jake Odorizzi,527048,Martín Pérez,2392,Minute Maid Park,Roof Closed,73,"0 mph, None",9,1
633832,2021-06-03,2021-06-04T01:38:00Z,2021,R,N,1,1,night,9,Final,108,Los Angeles Angels,136,Seattle Mariners,2,6,0,8,-4,656288,Griffin Canning,656954,Justus Sheffield,1,Angel Stadium,Clear,69,"7 mph, R To L",9,1
633833,2021-06-03,2021-06-04T00:10:00Z,2021,R,N,1,1,night,9,Final,118,Kansas City Royals,142,Minnesota Twins,6,5,1,11,1,663460,Kris Bubic,457918,J.A. Happ,7,Kauffman Stadium,Partly Cloudy,82,"3 mph, L To R",9,0
633835,2021-06-03,2021-06-03T23:05:00Z,2021,R,N,1,1,night,9,Final,134,Pittsburgh Pirates,146,Miami Marlins,5,3,1,8,2,542881,Tyler Anderson,622694,Elieser Hernández,31,PNC Park,Cloudy,71,"9 mph, Out To LF",9,0
633836,2021-06-03,2021-06-03T16:20:00Z,2021,R,N,1,4,day,9,Final,144,Atlanta Braves,120,Washington Nationals,5,1,1,6,4,656353,Tucker Davidson,571578,Patrick Corbin,4705,Truist Park,Partly Cloudy,80,"2 mph, Calm",9,0
633841,2021-06-03,2021-06-04T02:10:00Z,2021,R,N,1,1,night,9,Final,135,San Diego Padres,121,New York Mets,4,3,1,7,1,506433,Yu Darvish,592836,Taijuan Walker,2680,Petco Park,Partly Cloudy,65,"10 mph, L To R",9,0
633859,2021-06-03,2021-06-04T00:10:00Z,2021,R,N,1,1,night,9,Final,145,Chicago White Sox,116,Detroit Tigers,4,1,1,5,3,458681,Lance Lynn,663554,Casey Mize,4,Guaranteed Rate Field,Partly Cloudy,85,"8 mph, R To L",9,0
633860,2021-06-03,2021-06-03T19:10:00Z,2021,R,N,1,3,day,9,Final,115,Colorado Rockies,140,Texas Rangers,11,6,1,17,5,596295,Austin Gomber,592314,Mike Foltynewicz,19,Coors Field,Sunny,81,"7 mph, In From CF",9,0
633876,2021-06-03,2021-06-03T23:40:00Z,2021,R,N,1,1,night,9,Final,158,Milwaukee Brewers,109,Arizona Diamondbacks,7,4,1,11,3,474463,Brett Anderson,641541,Jon Duplantier,32,American Family Field,Partly Cloudy,85,"10 mph, Varies",9,0
633815,2021-06-04,2021-06-04T23:07:00Z,2021,R,N,1,1,night,9,Final,141,Toronto Blue Jays,117,Houston Astros,1,13,0,14,-12,547943,Hyun Jin Ryu,425844,Zack Greinke,2756,Sahlen Field,Clear,68,"7 mph, In From LF",9,1
633816,2021-06-04,2021-06-05T02:10:00Z,2021,R,N,1,2,night,9,Final,135,San Diego Padres,121,New York Mets,2,0,1,2,2,605483,Blake Snell,664192,Joey Lucchesi,2680,Petco Park,Partly Cloudy,66,"8 mph, R To L",9,0
633817,2021-06-04,2021-06-05T01:45:00Z,2021,R,N,1,2,night,9,Final,137,San Francisco Giants,112,Chicago Cubs,8,5,1,13,3,431148,Scott Kazmir,453562,Jake Arrieta,2395,Oracle Park,Clear,54,"18 mph, Out To CF",9,0
633818,2021-06-04,2021-06-04T23:05:00Z,2021,R,N,1,1,night,9,Final,110,Baltimore Orioles,114,Cleveland Indians,3,1,1,4,2,669211,Keegan Akin,650496,J.C. Mejía,2,Oriole Park at Camden Yards,Clear,75,"5 mph, Out To CF",9,0
633820,2021-06-04,2021-06-04T23:20:00Z,2021,R,N,1,1,night,9,Final,144,Atlanta Braves,119,Los Angeles Dodgers,5,9,0,14,-4,666120,Ian Anderson,628711,Julio Urías,4705,Truist Park,Cloudy,82,"4 mph, R To L",9,1
633824,2021-06-04,2021-06-04T23:05:00Z,2021,R,N,1,1,night,9,Final,147,New York Yankees,111,Boston Red Sox,2,5,0,7,-3,650633,Michael King,543135,Nathan Eovaldi,3313,Yankee Stadium,Partly Cloudy,68,"6 mph, Out To LF",9,1
633825,2021-06-04,2021-06-05T00:15:00Z,2021,R,N,1,2,night,9,Final,138,St. Louis Cardinals,113,Cincinnati Reds,4,6,0,10,-2,547942,Kwang Hyun Kim,622491,Luis Castillo,2889,Busch Stadium,Partly Cloudy,84,"8 mph, R To L",9,1
633830,2021-06-04,2021-06-05T00:05:00Z,2021,R,N,1,1,night,9,Final,140,Texas Rangers,139,Tampa Bay Rays,5,4,1,9,1,502043,Kyle Gibson,676596,Josh Fleming,5325,Globe Life Field,Roof Closed,72,"0 mph, None",9,0
633837,2021-06-04,2021-06-05T01:38:00Z,2021,R,N,1,2,night,9,Final,108,Los Angeles Angels,136,Seattle Mariners,3,2,1,5,1,660271,Shohei Ohtani,667498,Robert Dugger,1,Angel Stadium,Clear,69,"10 mph, Out To CF",9,0
633838,2021-06-04,2021-06-05T00:10:00Z,2021,R,N,1,2,night,9,Final,118,Kansas City Royals,142,Minnesota Twins,14,5,1,19,9,641745,Brad Keller,533167,Matt Shoemaker,7,Kauffman Stadium,Clear,86,"9 mph, R To L",9,0
633840,2021-06-04,2021-06-05T00:10:00Z,2021,R,N,1,2,night,9,Final,145,Chicago White Sox,116,Detroit Tigers,9,8,1,17,1,572971,Dallas Keuchel,605513,Spencer Turnbull,4,Guaranteed Rate Field,Clear,87,"19 mph, Out To LF",9,1
633846,2021-06-04,2021-06-05T00:10:00Z,2021,R,N,1,2,night,9,Final,158,Milwaukee Brewers,109,Arizona Diamondbacks,5,1,1,6,4,642547,Freddy Peralta,676840,Matt Peacock,32,American Family Field,Clear,89,"17 mph, R To L",9,0
633858,2021-06-04,2021-06-04T23:05:00Z,2021,R,N,1,2,night,9,Final,134,Pittsburgh Pirates,146,Miami Marlins,9,2,1,11,7,656605,Mitch Keller,547001,Cody Poteet,31,PNC Park,Partly Cloudy,79,"11 mph, Out To LF",9,0
633862,2021-06-04,2021-06-04T23:05:00Z,2021,R,N,1,1,night,9,Final,143,Philadelphia Phillies,120,Washington Nationals,1,2,0,3,-1,554430,Zack Wheeler,453286,Max Scherzer,2681,Citizens Bank Park,Partly Cloudy,72,"7 mph, Out To CF",9,1
633865,2021-06-04,2021-06-05T00:40:00Z,2021,R,N,1,1,night,9,Final,115,Colorado Rockies,133,Oakland Athletics,5,9,0,14,-4,592351,Jon Gray,593423,Frankie Montas,19,Coors Field,Clear,88,"6 mph, Out To LF",9,1
633787,2021-06-05,2021-06-05T20:05:00Z,2021,R,N,1,3,day,9,Final,134,Pittsburgh Pirates,146,Miami Marlins,8,7,1,15,1,608328,Chase De Jong,669432,Trevor Rogers,31,PNC Park,Sunny,85,"10 mph, Out To LF",12,1
633795,2021-06-05,2021-06-05T20:05:00Z,2021,R,N,1,2,day,9,Final,143,Philadelphia Phillies,120,Washington Nationals,5,2,1,7,3,675921,Spencer Howard,605452,Joe Ross,2681,Citizens Bank Park,Sunny,91,"12 mph, L To R",9,0
633797,2021-06-05,2021-06-05T18:15:00Z,2021,R,N,1,3,day,9,Final,138,St. Louis Cardinals,113,Cincinnati Reds,2,5,0,7,-3,670912,Johan Oviedo,641816,Tyler Mahle,2889,Busch Stadium,Partly Cloudy,84,"8 mph, Out To CF",9,1
633799,2021-06-05,2021-06-05T20:10:00Z,2021,R,N,1,3,day,9,Final,118,Kansas City Royals,142,Minnesota Twins,4,5,0,9,-1,501985,Mike Minor,621244,José Berríos,7,Kauffman Stadium,Sunny,85,"9 mph, R To L",9,1
633800,2021-06-05,2021-06-05T19:07:00Z,2021,R,N,1,2,day,9,Final,141,Toronto Blue Jays,117,Houston Astros,6,2,1,8,4,548389,Ross Stripling,664353,José Urquidy,2756,Sahlen Field,Sunny,69,"10 mph, R To L",9,0
633807,2021-06-05,2021-06-05T20:05:00Z,2021,R,N,1,2,day,9,Final,110,Baltimore Orioles,114,Cleveland Indians,4,10,0,14,-6,607644,John Means,650644,Aaron Civale,2,Oriole Park at Camden Yards,Partly Cloudy,91,"7 mph, Out To RF",9,1
633821,2021-06-05,2021-06-06T02:10:00Z,2021,R,N,1,3,night,9,Final,135,San Diego Padres,121,New York Mets,0,4,0,4,-4,605397,Joe Musgrove,594798,Jacob deGrom,2680,Petco Park,Partly Cloudy,64,"7 mph, L To R",9,1
633827,2021-06-05,2021-06-05T20:10:00Z,2021,R,N,1,3,day,9,Final,158,Milwaukee Brewers,109,Arizona Diamondbacks,7,5,1,12,2,605540,Brandon Woodruff,518876,Merrill Kelly,32,American Family Field,Sunny,93,"15 mph, R To L",9,0
633828,2021-06-05,2021-06-05T23:15:00Z,2021,R,N,1,2,night,9,Final,144,Atlanta Braves,119,Los Angeles Dodgers,6,4,1,10,2,450203,Charlie Morton,477132,Clayton Kershaw,4705,Truist Park,Overcast,76,"6 mph, L To R",9,0
633839,2021-06-05,2021-06-05T20:05:00Z,2021,R,N,1,2,day,9,Final,140,Texas Rangers,139,Tampa Bay Rays,0,3,0,3,-3,663465,Kolby Allard,448179,Rich Hill,5325,Globe Life Field,Roof Closed,72,"0 mph, None",9,1
633845,2021-06-05,2021-06-06T02:07:00Z,2021,R,N,1,3,night,9,Final,108,Los Angeles Angels,136,Seattle Mariners,12,5,1,17,7,502171,Alex Cobb,579328,Yusei Kikuchi,1,Angel Stadium,Clear,71,"8 mph, Out To CF",9,0
633850,2021-06-05,2021-06-06T01:10:00Z,2021,R,N,1,2,night,9,Final,115,Colorado Rockies,133,Oakland Athletics,3,6,0,9,-3,607536,Kyle Freeland,608344,Cole Irvin,19,Coors Field,Cloudy,85,"6 mph, In From LF",9,1
633852,2021-06-05,2021-06-05T23:15:00Z,2021,R,N,1,2,night,9,Final,147,New York Yankees,111,Boston Red Sox,3,7,0,10,-4,592791,Jameson Taillon,593958,Eduardo Rodriguez,3313,Yankee Stadium,Partly Cloudy,90,"14 mph, Out To LF",9,1
633886,2021-06-05,2021-06-05T23:15:00Z,2021,R,N,1,3,day,9,Final,137,San Francisco Giants,112,Chicago Cubs,4,3,1,7,1,592332,Kevin Gausman,640464,Kohl Stewart,2395,Oracle Park,Partly Cloudy,65,"15 mph, Out To CF",9,0
633920,2021-06-05,2021-06-05T18:10:00Z,2021,R,N,1,3,day,9,Final,145,Chicago White Sox,116,Detroit Tigers,3,4,0,7,-1,608337,Lucas Giolito,669373,Tarik Skubal,4,Guaranteed Rate Field,Partly Cloudy,87,"15 mph, R To L",9,1
633774,2021-06-06,2021-06-06T18:10:00Z,2021,R,N,1,4,day,9,Final,145,Chicago White Sox,116,Detroit Tigers,3,0,1,3,3,656302,Dylan Cease,570632,José Ureña,4,Guaranteed Rate Field,Cloudy,85,"12 mph, R To L",9,0
633780,2021-06-06,2021-06-06T17:07:00Z,2021,R,N,1,3,day,9,Final,141,Toronto Blue Jays,117,Houston Astros,3,6,0,9,-3,571927,Steven Matz,677651,Luis Garcia,2756,Sahlen Field,Sunny,73,"15 mph, Out To CF",9,1
633786,2021-06-06,2021-06-06T17:05:00Z,2021,R,N,1,3,day,9,Final,143,Philadelphia Phillies,120,Washington Nationals,12,6,1,18,6,592826,Vince Velasquez,608723,Austin Voth,2681,Citizens Bank Park,Sunny,90,"4 mph, Out To CF",9,0
633794,2021-06-06,2021-06-06T17:05:00Z,2021,R,N,1,4,day,9,Final,134,Pittsburgh Pirates,146,Miami Marlins,1,3,0,4,-2,641771,Chad Kuhl,645261,Sandy Alcantara,31,PNC Park,Cloudy,84,"5 mph, Out To LF",9,1
633798,2021-06-06,2021-06-06T18:10:00Z,2021,R,N,1,4,day,9,Final,158,Milwaukee Brewers,109,Arizona Diamondbacks,2,0,1,2,2,669203,Corbin Burnes,592761,Caleb Smith,32,American Family Field,Sunny,88,"14 mph, R To L",9,0
633802,2021-06-06,2021-06-06T18:35:00Z,2021,R,N,1,3,day,9,Final,140,Texas Rangers,139,Tampa Bay Rays,1,7,0,8,-6,641540,Dane Dunning,608379,Michael Wacha,5325,Globe Life Field,Roof Closed,72,"0 mph, None",9,1
633806,2021-06-06,2021-06-06T20:10:00Z,2021,R,N,1,4,day,9,Final,135,San Diego Padres,121,New York Mets,2,6,0,8,-4,663978,Chris Paddack,573186,Marcus Stroman,2680,Petco Park,Sunny,68,"8 mph, L To R",9,1
633808,2021-06-06,2021-06-06T18:15:00Z,2021,R,N,1,4,day,9,Final,138,St. Louis Cardinals,113,Cincinnati Reds,7,8,0,15,-1,607231,John Gant,489119,Wade Miley,2889,Busch Stadium,Partly Cloudy,82,"11 mph, Out To LF",9,1
633810,2021-06-06,2021-06-06T17:20:00Z,2021,R,N,1,3,day,9,Final,144,Atlanta Braves,119,Los Angeles Dodgers,4,2,1,6,2,608331,Max Fried,545333,Trevor Bauer,4705,Truist Park,Cloudy,80,"5 mph, In From RF",9,0
633812,2021-06-06,2021-06-06T23:08:00Z,2021,R,N,1,3,night,9,Final,147,New York Yankees,111,Boston Red Sox,5,6,0,11,-1,593334,Domingo Germán,572070,Garrett Richards,3313,Yankee Stadium,Clear,88,"6 mph, In From LF",10,1
633814,2021-06-06,2021-06-06T17:05:00Z,2021,R,N,1,3,day,9,Final,110,Baltimore Orioles,114,Cleveland Indians,18,5,1,23,13,605347,Jorge López,615698,Cal Quantrill,2,Oriole Park at Camden Yards,Partly Cloudy,91,"6 mph, Out To LF",9,0
633843,2021-06-06,2021-06-06T20:07:00Z,2021,R,N,1,4,day,9,Final,108,Los Angeles Angels,136,Seattle Mariners,5,9,0,14,-4,663776,Patrick Sandoval,669302,Logan Gilbert,1,Angel Stadium,Sunny,72,"10 mph, Out To CF",9,1
633847,2021-06-06,2021-06-06T19:10:00Z,2021,R,N,1,3,day,9,Final,115,Colorado Rockies,133,Oakland Athletics,3,1,1,4,2,608566,Germán Márquez,621076,James Kaprielian,19,Coors Field,Partly Cloudy,93,"5 mph, Out To CF",9,0
633869,2021-06-06,2021-06-06T20:05:00Z,2021,R,N,1,4,day,9,Final,137,San Francisco Giants,112,Chicago Cubs,3,4,0,7,-1,456501,Johnny Cueto,543294,Kyle Hendricks,2395,Oracle Park,Sunny,65,"12 mph, Out To CF",9,1
633893,2021-06-06,2021-06-06T18:10:00Z,2021,R,N,1,4,day,9,Final,118,Kansas City Royals,142,Minnesota Twins,1,2,0,3,-1,663903,Brady Singer,641927,Bailey Ober,7,Kauffman Stadium,Cloudy,77,"10 mph, R To L",9,1
633779,2021-06-07,2021-06-08T02:10:00Z,2021,R,N,1,1,night,9,Final,135,San Diego Padres,112,Chicago Cubs,9,4,1,13,5,677960,Ryan Weathers,640470,Adbert Alzolay,2680,Petco Park,Cloudy,63,"7 mph, L To R",9,0
633796,2021-06-07,2021-06-08T01:38:00Z,2021,R,N,1,1,night,9,Final,108,Los Angeles Angels,118,Kansas City Royals,8,3,1,11,5,605164,Dylan Bundy,663804,Jackson Kowar,1,Angel Stadium,Cloudy,64,"9 mph, Out To CF",9,0
634072,2021-06-07,2021-06-07T21:10:00Z,2021,R,N,1,1,night,9,Final,111,Boston Red Sox,146,Miami Marlins,5,3,1,8,2,601713,Nick Pivetta,605507,Zach Thompson,3,Fenway Park,Clear,90,"16 mph, Out To CF",9,0
633752,2021-06-08,2021-06-09T00:05:00Z,2021,R,N,1,1,night,9,Final,140,Texas Rangers,137,San Francisco Giants,4,9,0,13,-5,543475,Jordan Lyles,622072,Alex Wood,5325,Globe Life Field,Partly Cloudy,86,"10 mph, L To R",9,1
633765,2021-06-08,2021-06-09T01:40:00Z,2021,R,N,1,1,night,9,Final,133,Oakland Athletics,109,Arizona Diamondbacks,5,2,1,7,3,605135,Chris Bassitt,641541,Jon Duplantier,10,Oakland Coliseum,Clear,62,"19 mph, Out To RF",9,0
633766,2021-06-08,2021-06-08T23:10:00Z,2021,R,N,1,1,night,9,Final,139,Tampa Bay Rays,120,Washington Nationals,3,1,1,4,2,607192,Tyler Glasnow,452657,Jon Lester,12,Tropicana Field,Dome,72,"0 mph, None",9,0
633772,2021-06-08,2021-06-08T23:05:00Z,2021,R,N,1,1,night,9,Final,134,Pittsburgh Pirates,119,Los Angeles Dodgers,3,5,0,8,-2,664141,JT Brubaker,621111,Walker Buehler,31,PNC Park,Cloudy,79,"8 mph, Out To LF",9,1
633773,2021-06-08,2021-06-08T23:05:00Z,2021,R,N,1,1,night,9,Final,110,Baltimore Orioles,121,New York Mets,10,3,1,13,7,669145,Bruce Zimmermann,656849,David Peterson,2,Oriole Park at Camden Yards,Cloudy,82,"4 mph, Out To LF",9,0
633777,2021-06-08,2021-06-09T02:10:00Z,2021,R,N,1,2,night,9,Final,135,San Diego Padres,112,Chicago Cubs,1,7,0,8,-6,659275,Dinelson Lamet,605200,Zach Davies,2680,Petco Park,Partly Cloudy,66,"9 mph, Out To RF",9,1
633778,2021-06-08,2021-06-09T00:15:00Z,2021,R,N,1,1,night,9,Final,138,St. Louis Cardinals,114,Cleveland Indians,1,10,0,11,-9,593372,Carlos Martinez,669456,Shane Bieber,2889,Busch Stadium,Cloudy,77,"6 mph, In From CF",9,1
633785,2021-06-08,2021-06-08T23:05:00Z,2021,R,N,1,1,night,9,Final,143,Philadelphia Phillies,144,Atlanta Braves,5,9,0,14,-4,605400,Aaron Nola,592767,Drew Smyly,2681,Citizens Bank Park,Cloudy,73,"6 mph, In From CF",9,1
633788,2021-06-08,2021-06-09T00:10:00Z,2021,R,N,1,1,night,9,Final,145,Chicago White Sox,141,Toronto Blue Jays,6,1,1,7,5,607074,Carlos Rodón,592662,Robbie Ray,4,Guaranteed Rate Field,Partly Cloudy,81,"3 mph, In From LF",9,0
633793,2021-06-08,2021-06-08T23:10:00Z,2021,R,N,1,1,night,9,Final,111,Boston Red Sox,117,Houston Astros,1,7,0,8,-6,527048,Martín Pérez,664285,Framber Valdez,3,Fenway Park,Overcast,86,"8 mph, Out To RF",9,1
633801,2021-06-08,2021-06-08T23:10:00Z,2021,R,N,1,1,night,9,Final,113,Cincinnati Reds,158,Milwaukee Brewers,1,5,0,6,-4,543243,Sonny Gray,605288,Adrian Houser,2602,Great American Ball Park,Overcast,76,"6 mph, In From RF",9,1
633804,2021-06-08,2021-06-09T00:10:00Z,2021,R,N,1,1,night,9,Final,142,Minnesota Twins,147,New York Yankees,4,8,0,12,-4,501381,Michael Pineda,656756,Jordan Montgomery,3312,Target Field,Partly Cloudy,95,"5 mph, L To R",9,1
633813,2021-06-08,2021-06-08T23:10:00Z,2021,R,N,1,1,night,9,Final,146,Miami Marlins,115,Colorado Rockies,6,2,1,8,4,641154,Pablo López,622608,Antonio Senzatela,4169,loanDepot park,Roof Closed,73,"0 mph, None",9,0
633822,2021-06-08,2021-06-08T23:10:00Z,2021,R,N,1,1,night,9,Final,116,Detroit Tigers,136,Seattle Mariners,5,3,1,8,2,571510,Matthew Boyd,594835,Marco Gonzales,2394,Comerica Park,Overcast,75,"1 mph, Calm",9,0
633826,2021-06-08,2021-06-09T01:38:00Z,2021,R,N,1,2,night,9,Final,108,Los Angeles Angels,118,Kansas City Royals,8,1,1,9,7,571760,Andrew Heaney,663460,Kris Bubic,1,Angel Stadium,Partly Cloudy,72,"9 mph, Out To CF",9,0
633738,2021-06-09,2021-06-09T23:10:00Z,2021,R,N,1,2,night,9,Final,146,Miami Marlins,115,Colorado Rockies,3,4,0,7,-1,666129,Braxton Garrett,596295,Austin Gomber,4169,loanDepot park,Roof Closed,72,"0 mph, None",9,1
633739,2021-06-09,2021-06-09T20:10:00Z,2021,R,N,1,3,day,9,Final,135,San Diego Padres,112,Chicago Cubs,1,3,0,4,-2,506433,Yu Darvish,453562,Jake Arrieta,2680,Petco Park,Partly Cloudy,69,"11 mph, L To R",9,1
633753,2021-06-09,2021-06-09T23:05:00Z,2021,R,N,1,2,night,9,Final,134,Pittsburgh Pirates,119,Los Angeles Dodgers,1,2,0,3,-1,542881,Tyler Anderson,664062,Tony Gonsolin,31,PNC Park,Cloudy,73,"7 mph, Out To LF",9,1
633756,2021-06-09,2021-06-09T18:05:00Z,2021,R,N,1,2,day,9,Final,140,Texas Rangers,137,San Francisco Giants,4,3,1,7,1,502043,Kyle Gibson,641793,Zack Littell,5325,Globe Life Field,Roof Closed,72,"0 mph, None",11,1
633759,2021-06-09,2021-06-09T23:10:00Z,2021,R,N,1,2,night,9,Final,116,Detroit Tigers,136,Seattle Mariners,6,9,0,15,-3,663554,Casey Mize,623167,Chris Flexen,2394,Comerica Park,Partly Cloudy,84,"8 mph, L To R",11,1
633764,2021-06-09,2021-06-09T23:05:00Z,2021,R,N,1,2,night,9,Final,143,Philadelphia Phillies,144,Atlanta Braves,2,1,1,3,1,621107,Zach Eflin,656353,Tucker Davidson,2681,Citizens Bank Park,Cloudy,79,"7 mph, L To R",9,1
633767,2021-06-09,2021-06-09T23:10:00Z,2021,R,N,1,2,night,9,Final,139,Tampa Bay Rays,120,Washington Nationals,7,9,0,16,-2,663556,Shane McClanahan,571578,Patrick Corbin,12,Tropicana Field,Dome,72,"0 mph, None",11,1
633775,2021-06-09,2021-06-10T00:15:00Z,2021,R,N,1,2,night,9,Final,138,St. Louis Cardinals,114,Cleveland Indians,8,2,1,10,6,425794,Adam Wainwright,650496,J.C. Mejía,2889,Busch Stadium,Partly Cloudy,82,"6 mph, In From LF",9,0
633776,2021-06-09,2021-06-10T01:38:00Z,2021,R,N,1,3,night,9,Final,108,Los Angeles Angels,118,Kansas City Royals,6,1,1,7,5,656288,Griffin Canning,641745,Brad Keller,1,Angel Stadium,Clear,71,"9 mph, R To L",9,0
633783,2021-06-09,2021-06-10T00:10:00Z,2021,R,N,1,2,night,9,Final,145,Chicago White Sox,141,Toronto Blue Jays,2,6,0,8,-4,458681,Lance Lynn,666201,Alek Manoah,4,Guaranteed Rate Field,Clear,76,"7 mph, Out To RF",9,1
633784,2021-06-09,2021-06-09T19:37:00Z,2021,R,N,1,2,day,9,Final,133,Oakland Athletics,109,Arizona Diamondbacks,4,0,1,4,4,640455,Sean Manaea,676840,Matt Peacock,10,Oakland Coliseum,Partly Cloudy,63,"18 mph, Out To RF",9,0
633791,2021-06-09,2021-06-09T23:10:00Z,2021,R,N,1,2,night,9,Final,113,Cincinnati Reds,158,Milwaukee Brewers,7,3,1,10,4,661269,Vladimir Gutierrez,474463,Brett Anderson,2602,Great American Ball Park,Cloudy,76,"5 mph, Varies",9,0
